Submit_ID,SubmitStatus,Sold_in,Brand,Model Number,Family Name,Country,N-Standard,ApplStandard,Width,Height,Depth,Product Class,Availability Status,Product Website,Representative Brand URL,Expiry Date,Suitable for Gas Types,Nominal Gas Consumption (MJ/Hour),Nominal Delivery output (x Litres per min. @ 45°C rise),Comparative Annual Energy Consumption (MJ/Year),Suitable for Solar boosting,Storage Capacity (Litres),Water Heater Type
57187,Approved,New Zealand,RHEEM,874027LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,215.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",205.0,15.0,19203.0,True,,Instantaneous
57187,Approved,New Zealand,RHEEM,874027NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,215.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",205.0,15.0,19203.0,True,,Instantaneous
58045,Approved,New Zealand,RINNAI,REU KM 3237 FFUDC ZK,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",211.0,17.8,17218.0,True,,Instantaneous
58045,Approved,New Zealand,RINNAI,REU KM 3237 FFUD ZF,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",211.0,17.8,17218.0,True,,Instantaneous
58045,Approved,New Zealand,RINNAI,REU KM 3237 WDC ZK,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",211.0,17.8,17218.0,True,,Instantaneous
58045,Approved,New Zealand,RINNAI,REU KM3237 WD ZK,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",211.0,17.8,17218.0,True,,Instantaneous
58169,Approved,New Zealand,RINNAI,REU K2430WG,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",162.0,13.3,18623.0,True,,Instantaneous
58803,Approved,"Australia,New Zealand",Robert Bosch,BC2600RA,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,http://www.bosch-climate.com.au/,,"LPG (NZ),Natural Gas",178.0,14.0,17050.0,True,,Instantaneous
58889,Approved,"Australia,New Zealand",Dux Prodigy,330TN,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 1,Unavailable,,http://www.dux.com.au,,Natural Gas,42.0,,20723.0,,135.0,Storage
58901,Approved,"Australia,New Zealand",Dux Prodigy,360TN,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 1,Unavailable,,http://www.dux.com.au,,Natural Gas,42.0,,20645.0,,170.0,Storage
58904,Approved,New Zealand,RINNAI,REU V1616W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",125.0,8.9,19853.0,True,,Instantaneous
58904,Approved,New Zealand,RINNAI,REU V1620W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",125.0,8.9,19853.0,True,,Instantaneous
58904,Approved,New Zealand,RINNAI,REU VR1620W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",125.0,8.9,19853.0,True,,Instantaneous
58922,Approved,New Zealand,RHEEM,874016LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",126.0,8.9,20228.0,False,,Instantaneous
58922,Approved,New Zealand,RHEEM,874016NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",126.0,8.9,20228.0,False,,Instantaneous
58923,Approved,New Zealand,RINNAI,REU V2020W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",160.0,11.6,19587.0,True,,Instantaneous
58923,Approved,New Zealand,RINNAI,REU V2024W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",160.0,11.6,19587.0,True,,Instantaneous
58923,Approved,New Zealand,RINNAI,REU VR2024W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",160.0,11.6,19587.0,True,,Instantaneous
58924,Approved,New Zealand,RINNAI,REU V2426W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",188.0,13.0,20788.0,True,,Instantaneous
58924,Approved,New Zealand,RINNAI,REU VR2426W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",188.0,13.0,20788.0,True,,Instantaneous
58925,Approved,New Zealand,RINNAI,REU V2626W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",199.0,13.8,20521.0,True,,Instantaneous
58925,Approved,New Zealand,RINNAI,REU VR2626W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",199.0,13.8,20521.0,True,,Instantaneous
58926,Approved,New Zealand,RINNAI,REU 2632W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",199.0,15.0,19578.0,True,,Instantaneous
58926,Approved,New Zealand,RINNAI,REU V2632W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",199.0,15.0,19578.0,True,,Instantaneous
58926,Approved,New Zealand,RINNAI,REU VRM2632W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",199.0,15.0,19578.0,True,,Instantaneous
58927,Approved,New Zealand,RINNAI,REU V2632FFU,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",195.0,14.0,20790.0,True,,Instantaneous
58927,Approved,New Zealand,RINNAI,REU VR2632FFU,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",195.0,14.0,20790.0,True,,Instantaneous
58928,Approved,New Zealand,RINNAI,REU V3237W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",250.0,18.0,20273.0,True,,Instantaneous
58928,Approved,New Zealand,RINNAI,REU VR3237W,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ),Natural Gas",250.0,18.0,20273.0,True,,Instantaneous
58933,Approved,"Australia,New Zealand",Dux Proflo,135ZNA,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 1,Unavailable,,http://www.dux.com.au,,Natural Gas,23.5,,22413.0,,135.0,Storage
58934,Approved,"Australia,New Zealand",Dux Proflo,170ZNA,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 1,Unavailable,,http://www.dux.com.au,,Natural Gas,27.0,,22730.0,,170.0,Storage
58962,Approved,New Zealand,Paloma,PH27ROFL,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,215.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",205.0,15.0,19203.0,True,,Instantaneous
58962,Approved,New Zealand,Paloma,PH27ROFN,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,215.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",205.0,15.0,19203.0,True,,Instantaneous
59039,Approved,New Zealand,Robert Bosch,YS2170RA. BC2600RA,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,http://www.bosch-climate.com.au/,,"Natural Gas,LPG (NZ)",170.0,12.0,19688.0,True,,Instantaneous
59039,Approved,New Zealand,Robert Bosch,YS2170RAH. BC2600RA,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,,,,Class 2,Unavailable,,http://www.bosch-climate.com.au/,,"Natural Gas,LPG (NZ)",170.0,12.0,19688.0,True,,Instantaneous
59123,Approved,"Australia,New Zealand",Robert Bosch,Highflow 17e,Highflow 17e,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",135.0,17.0,19470.0,True,,Instantaneous
59123,Approved,"Australia,New Zealand",Robert Bosch,YS1770RAHLP,Highflow 17e,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",135.0,17.0,19470.0,True,,Instantaneous
59123,Approved,"Australia,New Zealand",Robert Bosch,YS1770RAHNG,Highflow 17e,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",135.0,17.0,19470.0,True,,Instantaneous
59126,Approved,"Australia,New Zealand",Robert Bosch,Bosch 32 Q,Bosch 32 Q,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",250.0,32.0,21212.0,False,,Instantaneous
59126,Approved,"Australia,New Zealand",Robert Bosch,KM3211WHQLP,Bosch 32 Q,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",250.0,32.0,21212.0,False,,Instantaneous
59126,Approved,"Australia,New Zealand",Robert Bosch,KM3211WHQNG,Bosch 32 Q,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",250.0,32.0,21212.0,False,,Instantaneous
59133,Approved,"Australia,New Zealand",Robert Bosch,BC3200RA,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",217.0,32.0,18639.0,False,,Instantaneous
59135,Approved,"Australia,New Zealand",Robert Bosch,HydroPower 10H,HydroPower 10H,China,AS 4552:2005,AS/NZS 4552.2:2010,405.0,845.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",79.0,10.0,20112.0,False,,Instantaneous
59135,Approved,"Australia,New Zealand",Robert Bosch,TF250-8GLP,HydroPower 10H,China,AS 4552:2005,AS/NZS 4552.2:2010,405.0,845.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",79.0,10.0,20112.0,False,,Instantaneous
59135,Approved,"Australia,New Zealand",Robert Bosch,TF250-8GNG,HydroPower 10H,China,AS 4552:2005,AS/NZS 4552.2:2010,405.0,845.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",79.0,10.0,20112.0,False,,Instantaneous
59148,Approved,New Zealand,RHEEM,A850330NO,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,485.0,1600.0,558.0,Class 1,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (NZ)",42.0,,20310.0,,130.0,Storage
59148,Approved,New Zealand,RHEEM,A8550330LPG,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,485.0,1600.0,558.0,Class 1,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (NZ)",42.0,,20310.0,,130.0,Storage
59191,Approved,New Zealand,RHEEM,A8550360LPG,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,485.0,1900.0,558.0,Class 1,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (NZ)",42.0,,20650.0,,160.0,Storage
59191,Approved,New Zealand,RHEEM,A8550360NO,,Australia,AS 4552:2005,AS/NZS 4552.2:2010,485.0,1900.0,558.0,Class 1,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (NZ)",42.0,,20650.0,,160.0,Storage
59566,Approved,New Zealand,Paloma,874020LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,,,"LPG (NZ),Natural Gas",153.0,11.0,20782.0,False,,Instantaneous
59566,Approved,New Zealand,Paloma,874020NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,,,"LPG (NZ),Natural Gas",153.0,11.0,20782.0,False,,Instantaneous
59567,Approved,New Zealand,Paloma,864027LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,672.0,234.0,Class 2,Unavailable,http://www.rheem.co.nz/,,,"LPG (NZ),Natural Gas",194.0,14.7,19630.0,False,,Instantaneous
59567,Approved,New Zealand,Paloma,864027NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,672.0,234.0,Class 2,Unavailable,http://www.rheem.co.nz/,,,"LPG (NZ),Natural Gas",194.0,14.7,19630.0,False,,Instantaneous
60022,Approved,New Zealand,RHEEM,884024LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,240.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",162.0,13.0,16439.0,True,,Instantaneous
60022,Approved,New Zealand,RHEEM,884024NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,240.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",162.0,13.0,16439.0,True,,Instantaneous
60023,Approved,New Zealand,RHEEM,A871024LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,565.0,200.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",188.0,13.0,20300.0,True,,Instantaneous
60023,Approved,New Zealand,RHEEM,A871024NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,565.0,200.0,Class 2,Unavailable,http://www.rheem.co.nz,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",188.0,13.0,20300.0,True,,Instantaneous
60032,Approved,New Zealand,RHEEM,874020LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",153.0,11.0,20782.0,False,,Instantaneous
60032,Approved,New Zealand,RHEEM,874020NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",153.0,11.0,20782.0,False,,Instantaneous
60033,Approved,New Zealand,RHEEM,864027LFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,672.0,234.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",194.0,14.7,19630.0,False,,Instantaneous
60033,Approved,New Zealand,RHEEM,864027NFZ,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,672.0,234.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"LPG (NZ),Natural Gas",194.0,14.7,19630.0,False,,Instantaneous
60034,Approved,New Zealand,Paloma,PH16EWHL,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",126.0,8.9,20228.0,False,,Instantaneous
60034,Approved,New Zealand,Paloma,PH16EWHN,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",126.0,8.9,20228.0,False,,Instantaneous
60202,Approved,New Zealand,Paloma,PH20EWHL,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",153.0,11.0,20782.0,False,,Instantaneous
60202,Approved,New Zealand,Paloma,PH20EWHN,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,160.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",153.0,11.0,20782.0,False,,Instantaneous
60204,Approved,New Zealand,Paloma,PH24CDWHL,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,240.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",162.0,13.0,16439.0,True,,Instantaneous
60204,Approved,New Zealand,Paloma,PH24CDWHN,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,240.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",162.0,13.0,16439.0,True,,Instantaneous
60205,Approved,New Zealand,Paloma,PH27RDVL,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,672.0,234.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",194.0,14.7,19630.0,False,,Instantaneous
60205,Approved,New Zealand,Paloma,PH27RDVN,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,672.0,234.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",194.0,14.7,19630.0,False,,Instantaneous
60224,Approved,New Zealand,Paloma,PH241CWH,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,565.0,200.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",188.0,13.0,20300.0,True,,Instantaneous
60224,Approved,New Zealand,Paloma,PH241CWH LPG,,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,565.0,200.0,Class 2,Unavailable,,,,"LPG (NZ),Natural Gas",188.0,13.0,20300.0,True,,Instantaneous
65310,Approved,"Australia,New Zealand",Robert Bosch,HydroPower 13H,HydroPower 13H,China,AS 4552:2005,AS/NZS 4552.2:2010,405.0,845.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",104.0,13.0,20375.0,False,,Instantaneous
65310,Approved,"Australia,New Zealand",Robert Bosch,TF325-8GLP,HydroPower 13H,China,AS 4552:2005,AS/NZS 4552.2:2010,405.0,845.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",104.0,13.0,20375.0,False,,Instantaneous
65310,Approved,"Australia,New Zealand",Robert Bosch,TF325-8GNG,HydroPower 13H,China,AS 4552:2005,AS/NZS 4552.2:2010,405.0,845.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",104.0,13.0,20375.0,False,,Instantaneous
65314,Approved,"Australia,New Zealand",Robert Bosch,HydroPower 16H,HydroPower 16H,China,AS 4552:2005,AS/NZS 4552.2:2010,460.0,936.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",130.0,16.0,20803.0,False,,Instantaneous
65314,Approved,"Australia,New Zealand",Robert Bosch,TF400-8GLP,HydroPower 16H,China,AS 4552:2005,AS/NZS 4552.2:2010,460.0,936.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",130.0,16.0,20803.0,False,,Instantaneous
65314,Approved,"Australia,New Zealand",Robert Bosch,TF400-8GNG,HydroPower 16H,China,AS 4552:2005,AS/NZS 4552.2:2010,460.0,936.0,265.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,Propane,LPG (AUS)",130.0,16.0,20803.0,False,,Instantaneous
65320,Approved,"Australia,New Zealand",Robert Bosch,Highflow 21e,Highflow 21e,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,True,,Instantaneous
65320,Approved,"Australia,New Zealand",Robert Bosch,YS2170RAHLP,Highflow 21e,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,True,,Instantaneous
65320,Approved,"Australia,New Zealand",Robert Bosch,YS2170RAHNG,Highflow 21e,China,AS 4552:2005,AS/NZS 4552.2:2010,350.0,520.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",170.0,21.0,19688.0,True,,Instantaneous
65322,Approved,"Australia,New Zealand",Robert Bosch,Highflow 26e,Highflow 26e,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,True,,Instantaneous
65322,Approved,"Australia,New Zealand",Robert Bosch,YS2670RAHLP,Highflow 26e,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,True,,Instantaneous
65322,Approved,"Australia,New Zealand",Robert Bosch,YS2670RAHNG,Highflow 26e,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,600.0,170.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,2022-06-30,"Natural Gas,LPG (AUS),LPG (NZ)",200.0,26.0,19730.0,True,,Instantaneous
66652,Approved,New Zealand,RHEEM,874627,874627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18640.0,True,,Instantaneous
66652,Approved,New Zealand,RHEEM,874627LFZ,874627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18640.0,True,,Instantaneous
66652,Approved,New Zealand,RHEEM,874627NFZ,874627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18640.0,True,,Instantaneous
66683,Approved,New Zealand,RHEEM,872627,872627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18640.0,True,,Instantaneous
66683,Approved,New Zealand,RHEEM,872627LFZ,872627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18640.0,True,,Instantaneous
66683,Approved,New Zealand,RHEEM,872627NFZ,872627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18640.0,True,,Instantaneous
66684,Approved,New Zealand,RHEEM,864627,864627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18669.0,True,,Instantaneous
66684,Approved,New Zealand,RHEEM,864627LFZ,864627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18669.0,True,,Instantaneous
66684,Approved,New Zealand,RHEEM,864627NFZ,864627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18669.0,True,,Instantaneous
66685,Approved,New Zealand,RHEEM,862627,862627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18669.0,True,,Instantaneous
66685,Approved,New Zealand,RHEEM,862627LFZ,862627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18669.0,True,,Instantaneous
66685,Approved,New Zealand,RHEEM,862627NFZ,862627,Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,650.0,250.0,Class 2,Unavailable,http://www.rheem.co.nz/,http://www.rheem.co.nz,,"Natural Gas,LPG (AUS)",205.0,16.7,18669.0,True,,Instantaneous
67020,Approved,"Australia,New Zealand",Robert Bosch,Bosch 32,Bosch 32,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,,"Natural Gas,LPG (AUS),LPG (NZ)",250.0,32.0,21212.0,False,,Instantaneous
67020,Approved,"Australia,New Zealand",Robert Bosch,KM3211WHLP,Bosch 32,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,,"Natural Gas,LPG (AUS),LPG (NZ)",250.0,32.0,21212.0,False,,Instantaneous
67020,Approved,"Australia,New Zealand",Robert Bosch,KM3211WHNG,Bosch 32,Japan,AS 4552:2005,AS/NZS 4552.2:2010,464.0,615.0,240.0,Class 2,Unavailable,,http://www.bosch-climate.com.au/,,"Natural Gas,LPG (AUS),LPG (NZ)",250.0,32.0,21212.0,False,,Instantaneous
67219,Approved,New Zealand,Paloma,PH276OFL,PH-27ROFE(1),Japan,AS 4552:2005,AS/NZS 4552.2:2010,350.0,640.0,235.5,Class 2,Unavailable,,,,"Natural Gas,LPG (NZ)",205.0,16.7,18640.0,True,,Instantaneous
