"app","powerkW","star","internal_heater","Type","Test.Prog.Time"
"clothes_washer",0.684931506849315,5,"Yes on both the warm and cold wash programs","Drum",324
"clothes_washer",0.684931506849315,5,"Yes on both the warm and cold wash programs","Drum",324
"clothes_washer",1.28767123287671,2,"No","Non-Drum",80.4
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",1.21917808219178,2,"Yes on the warm wash program only","Drum",337.8
"clothes_washer",0.821917808219178,4,"No","Drum",70
"clothes_washer",0.745205479452055,4,"Yes on both the warm and cold wash programs","Drum",160
"clothes_washer",0.865753424657534,4,"Yes on both the warm and cold wash programs","Drum",348
"clothes_washer",0.865753424657534,4,"Yes on both the warm and cold wash programs","Drum",348
"clothes_washer",0.865753424657534,4,"Yes on both the warm and cold wash programs","Drum",348
"clothes_washer",0.865753424657534,4,"Yes on both the warm and cold wash programs","Drum",348
"clothes_washer",0.865753424657534,4,"Yes on both the warm and cold wash programs","Drum",348
"clothes_washer",0.865753424657534,4,"Yes on both the warm and cold wash programs","Drum",348
"clothes_washer",1.58904109589041,2,"No","Non-Drum",161.598
"clothes_washer",0.884931506849315,4,"Yes on the warm wash program only","Drum",310
"clothes_washer",1.33972602739726,2,"No","Non-Drum",102
"clothes_washer",1.33972602739726,2,"No","Non-Drum",102
"clothes_washer",1.33972602739726,2,"No","Non-Drum",102
"clothes_washer",1.33972602739726,2,"No","Non-Drum",102
"clothes_washer",1.33972602739726,2,"No","Non-Drum",102
"clothes_washer",0.753424657534247,4,"Yes on the warm wash program only","Drum",292
"clothes_washer",0.726027397260274,4,"Yes on the warm wash program only","Drum",224
"clothes_washer",0.873972602739726,4,"Yes on the warm wash program only","Drum",455
"clothes_washer",1.52328767123288,2,"Yes on the warm wash program only","Drum",353
"clothes_washer",1.16986301369863,4,"Yes on the warm wash program only","Drum",297
"clothes_washer",0.912328767123288,4,"Yes on the warm wash program only","Drum",304
"clothes_washer",0.912328767123288,4,"Yes on the warm wash program only","Drum",304
"clothes_washer",0.745205479452055,4,"Yes on the warm wash program only","Drum",160.2
"clothes_washer",0.901369863013699,4,"Yes on the warm wash program only","Drum",287
"clothes_washer",0.873972602739726,4,"Yes on the warm wash program only","Drum",283
"clothes_washer",1.33424657534247,2,"No","Non-Drum",150
"clothes_washer",1.48493150684931,2,"No","Non-Drum",117
"clothes_washer",2.68493150684932,2,"No","Non-Drum",84.6
"clothes_washer",2.11506849315069,2,"No","Non-Drum",132
"clothes_washer",1.33972602739726,2,"No","Non-Drum",102
"clothes_washer",1.77260273972603,2,"No","Non-Drum",86.3
"clothes_washer",0.876712328767123,4,"Yes on the warm wash program only","Drum",290
